,91,99,165,186,208,231,256,279,281,303,316,344,355,511,566,588,599,612,616,635,688,701,709,711,729,798,850,854,887,905,930,977,997,1003,1037,1041,1042,1071,1151,1155,1177,1184,1188,1205,1460,1468,1477,1479,1487,1498,1501,1504,1506,1510,1526,1527,1528,1583,1588,1590,1593,1596,1602,1635,1641,1653,1654,1656,1668,1675,1686,1688,1693,1704,1708,1710,1717,1722,1724,1728,1741,1742,1751,1752,1756,1757,1761,1774,1777,1781,1790,1791,1792,1793,1794,1801,1803,1804,1805,1806,1807,1809,1811,1814,1818,1832,1833,1834,1835,1836,1838,1839,1840,1843,1846,1853,1854,1855,1860,1864,1868,1878,1885,1886,1888,1889,1890,1892,1895,1907,1908,1909,1913,1915,1922,1927,1931,1939,1940,1942,1950,1952,1954,1955,1959,1967,1970,1973,1976,1979,1982,1986,1987,1988,1989,1991,1992,1994,1996,1997,2002,2004,2008,2009,2014,2018,2023,2025,2026,2028,2029,2032,2033,2035,2046,2047,2049,2051,2053,2055,2057,2061,2062,2065,2070,2071,2072,2074,2090,2092,2094,2096,2097,2100,2101,2102,2103,2104,2106,2107,2109,2110,2111,2112,2113,2115,2119,2121,2122,2124,2126,2127,2128,2129,2131,2134,2137,2140,2142,2143,2145,2147,2148,2149,2150,2151,2152,2153,2154,2156,2157,2159,2160,2161,2163,2165,2166,2167,2168,2169,2170,2171,2172,2190,2191,2196,2197,2201,2202,2221,2223,2224,2226,2227,2229,2230,2231,2233,2236,2237,2238,2239,2243,2244,2245,2246,2248,2251,2252,2253,2255,2256,2259,2261,2262,2263,2264,2267,2268,2269,2270,2272,2275,2276,2277,2294,2295,2296,2297,2298,2306,2307,2308,2309,2310,2311,2312,2314,2315,2316,2317,2318,2319,2320,2321,2322,2323,2324,2325,2326,2327,2328,2329,2330,2331,2332,2333,2334,2336,2337,2338,2341,2342,2345,2346,2348,2349,2350,2352,2354,2355,2358,2361,2362,2363,2367,2368,2369,2370,2371,2372,2373,2374,2376,2377,2378,2379,2380,2381,2382,2383,2384,2385,2386,2387,2388,2389,2390,2391,2392,2394,2395,2396,2397,2398,2399,2400,2401,2402,2403,2404,2405,2406,2407,2408,2409,2410,2411,2412,2413,2414,2415,2416,2418,2419,2420,2421,2422,2423,2424,2425,2426,2427,2428,2429,2430,2431,2432,2433,2434,2435,2436,2437,2438,2440,2441,2442,2443,2444,2445,2446,2447,2448,2449,2450,2451,2452,2453,2454,2455,2456,2457,2458,2459,2460,2469,2471,2472,2473,2479,2480,2481,2483,2313,1256,2417,1879,2439,2356
2331,0,0,0,0,1,0,8,2,2,0,0,0,0,3,21,0,0,0,0,0,1,1,1,0,0,0,3,0,1,30,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,1,1,0,0,0,10,1,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,2,0,2,0,0,0,1,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,14,3,0,2,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,94,5,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2332,0,8,0,1,10,3,44,1,4,5,3,3,7,4,66,3,0,1,1,0,5,7,5,0,52,0,52,4,2,64,6,0,4,8,11,0,3,2,4,0,0,6,0,2,0,0,3,4,0,0,13,27,0,27,0,0,5,2,11,0,10,0,2,32,0,1,2,0,0,0,8,0,1,0,12,0,0,0,0,16,0,0,0,0,1,5,3,0,20,0,3,1,0,1,1,1,0,0,1,0,0,0,2,1,0,0,0,0,4,0,1,9,0,12,1,3,28,6,0,2,2,9,0,0,4,3,10,0,2,1,0,0,0,0,0,6,0,0,0,6,0,0,0,0,42,2,8,1,21,0,0,0,0,4,0,0,0,0,6,0,0,1,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,9,0,1,1,0,7,1,0,3,3,1,1,9,4,1,2,0,2,2,0,1,3,1,0,0,0,2,0,1,2,0,6,0,5,13,5,0,0,8,1,1,0,2,0,0,18,0,1,0,0,3,0,23,0,1,0,6,0,4,3,0,0,0,0,29,0,12,2,1,3,0,0,0,1,0,0,1,0,10,7,0,0,0,3,0,0,0,4,1,0,0,0,67,0,0,0,0,0,0,0,0,2,0,12,4,6,3,3,0,0,0,0,1,5,10,0,0,1,0,5,0,0,0,1,1,32,1105,0,0,5,1,0,1,5,4,0,0,1,0,4,17,0,0,0,14,0,0,0,0,0,6,0,27,9,2,1,3,6,5,14,8,1,13,4,1,0,0,1,10,0,1,0,0,0,9,7,5,0,0,0,2,2,31,38,0,10,3,7,0,0,2,7,0,0,6,0,0,7,1,23,0,0,5,28,0,0,1,0,16,2,0,0,1,1,0,0,0,0,0,0,0,0,2,18,4,8,3,0,3,0,0,2,32,2,0,0,0,0,0,0,0,0,0,0,4,1,1,10,0,0
2333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,13,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,38,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,10,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,14,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,22,1,0,0,0,2,0,0,10,44,0,1,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,13,9,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,5,4,0,1,3,0,0,0,0,0,0,19,1,6,0,1,0,0,0,0,0,0,0,1,5,2,0,8,0,6,0,0,0,0,2,0,0,2,1,0,0,8,0,0,0,9,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,8,2,0,0,1,0,1,1,1,127,0,3,0,0,0,0,0,3,1,0,0,2,0,9,0,4,0,9,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1,1,0,0,23,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
2337,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,1,0,0,0,1,1,3,1,0,0,0,0,5,8,0,0,0,1,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,2,1,2,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,2,1,0,0,61,0,0,0,3,2,0,1,0,1,0,0,0,32,2,0,0,0,2,1,0,3,12,0,2,28,0,2,0,0,0,0,0,14,10,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,17,0,0,0,0,1,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,1,0,1,5,0,1,1,1,0,1,0,0,0,0,0,0,1,1,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,1,5,0,0,1,1,1,1,6,0,0,0,0,0,1,1,0,0,5,3,0,0,0,0,0,0,28,27,1,0,0,1,1,0,0,0,0,0,5,1,1,1,5,1,1,0,0,9,1,5,7,0,506,0,1,0,6,0,2,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,4,4,0,0,0,1,12,0,1,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,4,0,2,1,0,0,1,2,1,2,0,0,0,0,19,0,1,1,0,0,1,0,0,4,2,1,0,0,0,0,0,0,0,4,0,0,8,1,2,1,0,0,0,0,1,0,0,0,0,0,7,2,0,0,0
2338,0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,1,0,0,0,14,6,0,2,0,5,0,4,1,7,2,0,0,0,0,0,0,0,8,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,37,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,5,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,5,0,0,0,0,1,0,1,1,0,49,1,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,4,4,10,20,0,0,0,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2341,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,0,1,0,0,4,0,5,2,0,0,0,9,0,0,3,3,0,0,0,1,6,4,2,0,6,0,11,0,0,29,2,0,0,5,4,0,12,0,0,0,0,12,0,4,0,0,0,0,0,0,1,0,3,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,2,0,0,1,0,4,0,3,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,11,0,0,0,0,0,9,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,0,0,1,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,2,0,1,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,949,0,0,0,6,0,2,5,0,0,0,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7,0,0,0,0,0,18,0,0,0,0,0,1,2,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,4,1,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,0,6,2,1,1,0,0,0,0,2,0,1,2,0,1,3,1,0,3,3,0,0,2,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,0,1,1,0,0,0,0,2,0,0,1,0,5,1,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,3,0,3,0,0,2,0,0,0,2,1,10,0,0,0,0,9,0,0,0,0,0,0,1,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,1,1,1,1,1,8,0,0,0,0,0,0,1,0,0,0,0,7,0,1,6,0,1,0,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,11,4,1,74,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,4,6,0,7,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,4,0,3,0,0,1,0,0,3,7,1,0,4,2,1,3,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,40,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
2348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2349,0,1,0,0,0,0,2,0,0,4,0,0,0,0,1,3,2,0,0,0,0,2,0,0,2,0,2,1,0,18,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,3,34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,67,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,17,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
2350,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,6,0,7,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,7,0,2,0,1,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,1,1,0,2,0,0,3,3,0,0,0,0,0,0,0,3,0,0,2,2,0,1,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,3,0,1,0,0,8,0,1,0,3,0,1,2,0,0,0,17,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,12,0,2,1,4,0,0,0,3,1,0,1,0,0,2,0,0,1,155,0,0,0,4,1,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,7,0,0,12,0,0,0,0,2,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,2,0,1,3
